"Date (UTC)","Wind offshore 50Hertz","Wind offshore Tennet","Wind onshore 50Hertz","Wind onshore Amprion","Wind onshore Tennet","Wind onshore Transnet BW","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2021-01-02 03:15:00,0.07,0.319,1.438,0.736,1.997,0.062,0,0,0,0
2021-01-02 03:30:00,0.078,0.316,1.421,0.727,2.011,0.069,0,0,0,0
2021-01-02 03:45:00,0.052,0.32,1.414,0.724,2.022,0.067,0,0,0,0
2021-01-02 04:00:00,0.045,0.293,1.428,0.706,2.03,0.072,0,0,0,0
2021-01-02 04:15:00,0.033,0.271,1.432,0.685,2.006,0.077,0,0,0,0
2021-01-02 04:30:00,0.034,0.249,1.389,0.655,1.954,0.084,0,0,0,0
2021-01-02 04:45:00,0.029,0.263,1.363,0.632,1.916,0.092,0,0,0,0
2021-01-02 05:00:00,0.033,0.293,1.241,0.616,1.859,0.101,0,0,0,0
2021-01-02 05:15:00,0.033,0.326,1.207,0.619,1.813,0.109,0,0,0,0
2021-01-02 05:30:00,0.038,0.358,1.163,0.638,1.779,0.114,0,0,0,0
2021-01-02 05:45:00,0.046,0.339,1.109,0.646,1.798,0.112,0,0,0,0
2021-01-02 06:00:00,0.054,0.364,1.08,0.63,1.773,0.111,0,0,0,0
2021-01-02 06:15:00,0.072,0.392,1.036,0.635,1.718,0.111,0,0,0,0
2021-01-02 06:30:00,0.075,0.43,0.956,0.663,1.681,0.108,0,0,0,0
2021-01-02 06:45:00,0.045,0.497,0.939,0.657,1.621,0.103,0,0,0,0
2021-01-02 07:00:00,0.027,0.571,0.949,0.646,1.535,0.102,0,0,0,0
2021-01-02 07:15:00,0.045,0.6,0.867,0.63,1.504,0.099,0,0,0,0
2021-01-02 07:30:00,0.055,0.57,0.862,0.616,1.453,0.097,0,0,0,0
2021-01-02 07:45:00,0.05,0.504,0.881,0.607,1.394,0.097,0,0,0.001,0
2021-01-02 08:00:00,0.047,0.442,0.868,0.58,1.348,0.105,0.001,0,0.034,0
2021-01-02 08:15:00,0.036,0.407,0.833,0.559,1.308,0.11,0.012,0.002,0.061,0
2021-01-02 08:30:00,0.04,0.388,0.84,0.54,1.249,0.12,0.085,0.012,0.07,0.006
2021-01-02 08:45:00,0.037,0.371,0.808,0.529,1.175,0.121,0.177,0.031,0.107,0.021
2021-01-02 09:00:00,0.03,0.347,0.763,0.513,1.144,0.12,0.261,0.067,0.188,0.046
2021-01-02 09:15:00,0.026,0.326,0.723,0.506,1.103,0.111,0.366,0.115,0.282,0.072
2021-01-02 09:30:00,0.037,0.289,0.641,0.491,1.06,0.099,0.443,0.176,0.39,0.102
2021-01-02 09:45:00,0.044,0.267,0.567,0.458,1.017,0.093,0.545,0.245,0.497,0.134
2021-01-02 10:00:00,0.042,0.242,0.495,0.44,0.953,0.089,0.672,0.314,0.578,0.171
2021-01-02 10:15:00,0.052,0.245,0.442,0.43,0.905,0.09,0.835,0.375,0.655,0.206
2021-01-02 10:30:00,0.031,0.243,0.361,0.396,0.861,0.096,0.943,0.433,0.723,0.235
2021-01-02 10:45:00,0.021,0.242,0.318,0.385,0.831,0.103,1.107,0.492,0.798,0.268
2021-01-02 11:00:00,0.027,0.238,0.243,0.375,0.78,0.111,1.238,0.541,0.934,0.3
2021-01-02 11:15:00,0.023,0.232,0.187,0.346,0.748,0.112,1.315,0.583,1.022,0.324
2021-01-02 11:30:00,0.024,0.234,0.144,0.338,0.725,0.119,1.401,0.62,1.051,0.347
2021-01-02 11:45:00,0.028,0.246,0.095,0.321,0.68,0.119,1.449,0.653,1.082,0.38
2021-01-02 12:00:00,0.034,0.247,0.06,0.276,0.651,0.124,1.525,0.677,1.107,0.403
2021-01-02 12:15:00,0.036,0.246,0.049,0.252,0.64,0.137,1.583,0.694,1.116,0.411
2021-01-02 12:30:00,0.045,0.237,0.026,0.241,0.598,0.143,1.578,0.691,1.095,0.395
2021-01-02 12:45:00,0.045,0.234,0.022,0.226,0.546,0.157,1.527,0.679,1.052,0.374
2021-01-02 13:00:00,0.043,0.226,0.011,0.224,0.514,0.165,1.404,0.663,0.996,0.362
2021-01-02 13:15:00,0.033,0.217,0.024,0.226,0.496,0.168,1.335,0.641,0.931,0.335
2021-01-02 13:30:00,0.031,0.206,0.028,0.228,0.493,0.167,1.215,0.601,0.835,0.302
2021-01-02 13:45:00,0.027,0.201,0.028,0.248,0.495,0.182,1.107,0.551,0.743,0.264
2021-01-02 14:00:00,0.019,0.191,0.026,0.261,0.534,0.189,0.924,0.497,0.663,0.228
2021-01-02 14:15:00,0.011,0.173,0.039,0.299,0.545,0.201,0.762,0.436,0.579,0.189
2021-01-02 14:30:00,0.011,0.191,0.04,0.315,0.569,0.225,0.595,0.368,0.488,0.151
2021-01-02 14:45:00,0.015,0.215,0.029,0.323,0.597,0.242,0.44,0.294,0.413,0.118
2021-01-02 15:00:00,0.022,0.252,0.046,0.331,0.656,0.27,0.311,0.224,0.348,0.088
2021-01-02 15:15:00,0.031,0.322,0.052,0.348,0.67,0.257,0.2,0.158,0.268,0.062
2021-01-02 15:30:00,0.039,0.361,0.066,0.377,0.697,0.261,0.11,0.099,0.212,0.037
2021-01-02 15:45:00,0.043,0.4,0.095,0.365,0.741,0.238,0.039,0.053,0.135,0.017
2021-01-02 16:00:00,0.037,0.409,0.164,0.341,0.809,0.261,0.006,0.021,0.05,0.006
2021-01-02 16:15:00,0.038,0.426,0.189,0.363,0.876,0.255,0,0.005,0.004,0
2021-01-02 16:30:00,0.04,0.474,0.219,0.395,0.92,0.244,0,0.001,0.001,0
2021-01-02 16:45:00,0.035,0.516,0.245,0.423,0.974,0.229,0,0,0,0
2021-01-02 17:00:00,0.031,0.568,0.298,0.413,1.02,0.232,0,0,0,0
2021-01-02 17:15:00,0.033,0.638,0.335,0.392,1.104,0.231,0,0,0,0
2021-01-02 17:30:00,0.028,0.736,0.386,0.38,1.139,0.242,0,0,0,0
2021-01-02 17:45:00,0.023,0.86,0.467,0.377,1.194,0.254,0,0,0,0
2021-01-02 18:00:00,0.019,0.973,0.56,0.403,1.23,0.255,0,0,0,0
2021-01-02 18:15:00,0.021,1.111,0.613,0.44,1.306,0.28,0,0,0,0
2021-01-02 18:30:00,0.02,1.132,0.643,0.473,1.391,0.287,0,0,0,0
2021-01-02 18:45:00,0.024,1.097,0.716,0.523,1.428,0.275,0,0,0,0
2021-01-02 19:00:00,0.032,1.131,0.776,0.565,1.467,0.269,0,0,0,0
2021-01-02 19:15:00,0.034,1.218,0.861,0.578,1.507,0.248,0,0,0,0
2021-01-02 19:30:00,0.012,1.338,0.971,0.59,1.491,0.247,0,0,0,0
2021-01-02 19:45:00,0.01,1.416,1.032,0.604,1.535,0.225,0,0,0,0
2021-01-02 20:00:00,0.015,1.413,1.049,0.624,1.575,0.214,0,0,0,0
2021-01-02 20:15:00,0.015,1.377,1.086,0.642,1.626,0.21,0,0,0,0
2021-01-02 20:30:00,0.012,1.375,1.124,0.677,1.69,0.197,0,0,0,0
2021-01-02 20:45:00,0.01,1.442,1.16,0.719,1.698,0.201,0,0,0,0
2021-01-02 21:00:00,0.012,1.452,1.211,0.745,1.744,0.199,0,0,0,0
2021-01-02 21:15:00,0.01,1.471,1.263,0.763,1.757,0.199,0,0,0,0
2021-01-02 21:30:00,0.016,1.561,1.357,0.769,1.818,0.217,0,0,0,0
2021-01-02 21:45:00,0.029,1.567,1.393,0.811,1.886,0.216,0,0,0,0
2021-01-02 22:00:00,0.036,1.557,1.451,0.88,2.002,0.203,0,0,0,0
2021-01-02 22:15:00,0.051,1.624,1.492,0.985,2.054,0.188,0,0,0,0
2021-01-02 22:30:00,0.063,1.712,1.527,1.028,2.117,0.175,0,0,0,0
2021-01-02 22:45:00,0.075,1.943,1.592,1.054,2.212,0.17,0,0,0,0
2021-01-02 23:00:00,0.071,2.117,1.706,1.058,2.268,0.169,0,0,0,0
2021-01-02 23:15:00,0.057,2.253,1.843,1.05,2.316,0.16,0,0,0,0
2021-01-02 23:30:00,0.054,2.465,1.987,1.065,2.395,0.148,0,0,0,0
2021-01-02 23:45:00,0.059,2.671,2.111,1.134,2.522,0.144,0,0,0,0
2021-01-03 00:00:00,0.059,2.794,2.261,1.193,2.602,0.143,0,0,0,0
2021-01-03 00:15:00,0.069,2.68,2.365,1.21,2.654,0.14,0,0,0,0
2021-01-03 00:30:00,0.078,2.55,2.531,1.227,2.721,0.135,0,0,0,0
2021-01-03 00:45:00,0.078,2.719,2.613,1.237,2.826,0.129,0,0,0,0
2021-01-03 01:00:00,0.099,2.589,2.783,1.282,2.903,0.128,0,0,0,0
2021-01-03 01:15:00,0.103,2.523,2.93,1.313,2.965,0.114,0,0,0,0
2021-01-03 01:30:00,0.117,2.621,3.129,1.347,2.967,0.102,0,0,0,0
2021-01-03 01:45:00,0.119,2.753,3.221,1.375,3.024,0.098,0,0,0,0
2021-01-03 02:00:00,0.129,2.9,3.374,1.401,3.063,0.096,0,0,0,0
2021-01-03 02:15:00,0.129,3.144,3.539,1.421,3.134,0.087,0,0,0,0
2021-01-03 02:30:00,0.145,3.23,3.593,1.474,3.18,0.093,0,0,0,0
2021-01-03 02:45:00,0.193,3.01,3.771,1.497,3.258,0.093,0,0,0,0
2021-01-03 03:00:00,0.227,3.081,3.774,1.515,3.355,0.084,0,0,0,0
2021-01-03 03:15:00,0.252,3.324,3.955,1.504,3.399,0.068,0,0,0,0
2021-01-03 03:30:00,0.249,3.379,4.164,1.496,3.416,0.055,0,0,0,0
2021-01-03 03:45:00,0.283,3.419,4.222,1.494,3.507,0.047,0,0,0,0
2021-01-03 04:00:00,0.336,3.34,4.277,1.563,3.616,0.042,0,0,0,0
2021-01-03 04:15:00,0.368,3.333,4.509,1.589,3.651,0.039,0,0,0,0
2021-01-03 04:30:00,0.397,3.357,4.68,1.561,3.687,0.034,0,0,0,0
2021-01-03 04:45:00,0.463,3.536,4.835,1.548,3.742,0.035,0,0,0,0
2021-01-03 05:00:00,0.578,3.77,5.058,1.551,3.814,0.037,0,0,0,0
2021-01-03 05:15:00,0.598,3.945,5.443,1.6,3.934,0.042,0,0,0,0
2021-01-03 05:30:00,0.625,4.108,5.679,1.61,3.935,0.047,0,0,0,0
2021-01-03 05:45:00,0.649,4.154,5.773,1.6,3.812,0.054,0,0,0,0
2021-01-03 06:00:00,0.671,4.204,5.71,1.708,4.113,0.059,0,0,0,0
2021-01-03 06:15:00,0.692,4.282,5.934,1.772,4.331,0.061,0,0,0,0
2021-01-03 06:30:00,0.695,4.249,6.256,1.792,4.439,0.058,0,0,0,0
2021-01-03 06:45:00,0.737,4.266,6.334,1.855,4.554,0.054,0,0,0,0
2021-01-03 07:00:00,0.594,4.372,6.467,1.94,4.677,0.055,0,0,0,0
2021-01-03 07:15:00,0.533,4.413,6.51,1.973,4.831,0.053,0,0,0,0
2021-01-03 07:30:00,0.538,4.335,6.539,2.015,4.859,0.049,0,0,0,0
2021-01-03 07:45:00,0.634,4.281,6.472,2.046,4.916,0.049,0,0,0.001,0
2021-01-03 08:00:00,0.76,4.339,6.41,2.045,5.006,0.048,0,0,0.042,0
2021-01-03 08:15:00,0.804,4.289,6.492,2.008,5.052,0.046,0.004,0.001,0.128,0
2021-01-03 08:30:00,0.771,4.271,6.662,2.001,5.114,0.043,0.017,0.002,0.068,0
2021-01-03 08:45:00,0.655,4.428,6.996,1.99,5.174,0.04,0.036,0.007,0.029,0.004
2021-01-03 09:00:00,0.723,4.525,6.942,1.974,5.329,0.036,0.057,0.018,0.051,0.013
2021-01-03 09:15:00,0.701,4.593,6.928,1.973,5.406,0.028,0.084,0.038,0.089,0.023
2021-01-03 09:30:00,0.767,4.881,6.735,1.975,5.425,0.024,0.12,0.065,0.142,0.033
2021-01-03 09:45:00,0.873,5.031,6.654,1.943,5.359,0.021,0.148,0.098,0.199,0.046
2021-01-03 10:00:00,0.897,5.132,6.668,1.949,5.308,0.018,0.176,0.134,0.266,0.06
2021-01-03 10:15:00,0.886,5.188,6.812,2.013,5.372,0.014,0.2,0.175,0.344,0.075
2021-01-03 10:30:00,0.902,5.22,6.787,2.047,5.51,0.012,0.238,0.218,0.425,0.094
2021-01-03 10:45:00,0.89,5.193,6.86,2.109,5.676,0.012,0.252,0.261,0.505,0.118
2021-01-03 11:00:00,0.88,5.242,6.798,2.114,5.838,0.013,0.239,0.3,0.578,0.146
2021-01-03 11:15:00,0.835,5.143,6.836,2.154,5.942,0.012,0.23,0.334,0.631,0.17
2021-01-03 11:30:00,0.85,5.004,6.663,2.162,6.113,0.012,0.225,0.37,0.668,0.19
2021-01-03 11:45:00,0.843,5.143,6.665,2.139,6.273,0.011,0.217,0.394,0.687,0.196
2021-01-03 12:00:00,0.867,5.134,6.543,2.135,6.344,0.011,0.209,0.407,0.704,0.204
2021-01-03 12:15:00,0.836,4.997,6.533,2.138,6.516,0.011,0.199,0.417,0.709,0.22
2021-01-03 12:30:00,0.856,4.892,6.574,2.179,6.698,0.009,0.191,0.428,0.705,0.222
2021-01-03 12:45:00,0.895,4.598,6.518,2.18,6.878,0.009,0.18,0.427,0.692,0.214
2021-01-03 13:00:00,0.901,4.472,6.441,2.192,7.141,0.009,0.165,0.408,0.676,0.206
2021-01-03 13:15:00,0.893,4.221,6.511,2.182,7.402,0.008,0.149,0.384,0.643,0.197
2021-01-03 13:30:00,0.897,3.766,6.389,2.231,7.606,0.006,0.135,0.361,0.585,0.181
2021-01-03 13:45:00,0.906,3.694,6.381,2.25,7.721,0.007,0.127,0.333,0.527,0.165
2021-01-03 14:00:00,0.9,3.789,6.286,2.248,7.838,0.006,0.116,0.302,0.457,0.151
2021-01-03 14:15:00,0.903,3.955,6.32,2.297,8.097,0.006,0.103,0.264,0.383,0.135
2021-01-03 14:30:00,0.907,4.03,6.267,2.27,8.43,0.006,0.084,0.226,0.313,0.124
2021-01-03 14:45:00,0.907,3.627,6.306,2.222,8.385,0.005,0.065,0.195,0.253,0.114
2021-01-03 15:00:00,0.906,3.38,6.279,2.174,8.318,0.005,0.046,0.164,0.186,0.102
2021-01-03 15:15:00,0.908,3.184,6.259,2.202,8.5,0.004,0.03,0.13,0.129,0.088
2021-01-03 15:30:00,0.91,3.267,6.324,2.178,8.618,0.004,0.017,0.092,0.082,0.062
2021-01-03 15:45:00,0.906,3.281,6.357,2.143,8.762,0.005,0.006,0.054,0.037,0.037
2021-01-03 16:00:00,0.91,3.279,6.457,2.147,8.82,0.004,0.001,0.023,0.012,0.018
2021-01-03 16:15:00,0.9,3.28,6.514,2.176,8.899,0.004,0,0.006,0.005,0.005
2021-01-03 16:30:00,0.904,3.305,6.453,2.116,8.961,0.003,0,0.001,0.001,0
2021-01-03 16:45:00,0.893,3.293,6.39,2.104,9.023,0.004,0,0,0,0
2021-01-03 17:00:00,0.905,3.273,6.297,2.067,9.129,0.003,0,0,0,0
2021-01-03 17:15:00,0.911,2.995,6.243,2.036,9.3,0.003,0,0,0,0
2021-01-03 17:30:00,0.909,3.041,6.222,2.036,9.534,0.002,0,0,0,0
2021-01-03 17:45:00,0.907,3.043,6.211,2.034,9.668,0.003,0,0,0,0
2021-01-03 18:00:00,0.913,3.044,6.162,2.02,9.679,0.003,0,0,0,0
2021-01-03 18:15:00,0.912,3.029,6.114,2.023,9.749,0.003,0,0,0,0
2021-01-03 18:30:00,0.906,2.91,6.141,2.04,9.364,0.002,0,0,0,0
2021-01-03 18:45:00,0.906,2.652,6.119,2.045,9.168,0.002,0,0,0,0
2021-01-03 19:00:00,0.905,2.652,6.002,2.064,9.12,0.002,0,0,0,0
2021-01-03 19:15:00,0.912,2.651,6.015,2.08,9.203,0.001,0,0,0,0
2021-01-03 19:30:00,0.911,2.651,5.966,2.023,9.195,0.001,0,0,0,0
2021-01-03 19:45:00,0.91,2.65,5.788,2.008,9.193,0.001,0,0,0,0
2021-01-03 20:00:00,0.911,2.65,5.813,1.973,9.216,0.001,0,0,0,0
2021-01-03 20:15:00,0.91,2.655,5.728,1.935,9.258,0,0,0,0,0
2021-01-03 20:30:00,0.901,2.657,5.671,1.913,9.271,0,0,0,0,0
2021-01-03 20:45:00,0.894,2.657,5.517,1.88,9.065,0,0,0,0,0
2021-01-03 21:00:00,0.9,2.659,5.451,1.842,8.769,0,0,0,0,0
2021-01-03 21:15:00,0.9,2.655,5.385,1.778,8.734,0,0,0,0,0
2021-01-03 21:30:00,0.898,2.658,5.286,1.713,8.639,0,0,0,0,0
2021-01-03 21:45:00,0.901,2.658,5.038,1.668,8.612,0,0,0,0,0
2021-01-03 22:00:00,0.901,2.655,4.947,1.621,8.034,0,0,0,0,0
2021-01-03 22:15:00,0.901,2.652,4.934,1.616,8.096,0.001,0,0,0,0
2021-01-03 22:30:00,0.892,2.652,4.856,1.613,8.131,0.001,0,0,0,0
2021-01-03 22:45:00,0.896,2.652,4.785,1.605,8.057,0.001,0,0,0,0
2021-01-03 23:00:00,0.899,2.652,4.777,1.58,8.008,0.001,0,0,0,0
2021-01-03 23:15:00,0.901,2.652,4.695,1.576,8.011,0,0,0,0,0
2021-01-03 23:30:00,0.899,2.653,4.614,1.554,7.978,0,0,0,0,0
2021-01-03 23:45:00,0.899,2.658,4.534,1.546,7.829,0,0,0,0,0
