"Date (UTC)","Wind offshore 50Hertz","Wind offshore Tennet","Wind onshore 50Hertz","Wind onshore Amprion","Wind onshore Tennet","Wind onshore Transnet BW","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2022-01-01 23:15:00,0.953,5.996,6.173,3.656,8.587,0.253,0,0,0,0
2022-01-01 23:30:00,0.98,6.001,6.312,3.664,8.492,0.26,0,0,0,0
2022-01-01 23:45:00,0.963,6.006,6.492,3.683,8.176,0.28,0,0,0,0
2022-01-02 00:00:00,0.936,5.999,6.948,3.766,8.065,0.277,0,0,0,0
2022-01-02 00:15:00,0.952,5.996,6.95,3.804,8.056,0.26,0,0,0,0
2022-01-02 00:30:00,0.985,5.976,6.96,3.734,7.832,0.269,0,0,0,0
2022-01-02 00:45:00,1.008,5.928,6.872,3.472,7.442,0.275,0,0,0,0
2022-01-02 01:00:00,1.015,5.881,6.847,3.627,7.665,0.264,0,0,0,0
2022-01-02 01:15:00,0.974,5.851,7.126,3.597,7.963,0.29,0,0,0,0
2022-01-02 01:30:00,0.941,5.85,7.528,3.758,7.818,0.296,0,0,0,0
2022-01-02 01:45:00,0.954,5.881,6.999,3.522,6.583,0.314,0,0,0,0
2022-01-02 02:00:00,0.97,5.898,6.796,3.465,6.74,0.333,0,0,0,0
2022-01-02 02:15:00,0.989,5.83,7.026,3.586,7.224,0.362,0,0,0,0
2022-01-02 02:30:00,0.994,5.745,7.019,3.427,7.045,0.335,0,0,0,0
2022-01-02 02:45:00,0.992,5.728,7.01,3.449,7.006,0.37,0,0,0,0
2022-01-02 03:00:00,1.006,5.298,6.773,3.594,7.413,0.392,0,0,0,0
2022-01-02 03:15:00,1.023,5.29,7.16,3.61,7.684,0.422,0,0,0,0
2022-01-02 03:30:00,1.011,5.237,7.107,3.649,7.817,0.453,0,0,0,0
2022-01-02 03:45:00,1.022,5.219,7.082,3.493,7.54,0.44,0,0,0,0
2022-01-02 04:00:00,1.011,5.079,6.898,3.165,6.962,0.401,0,0,0,0
2022-01-02 04:15:00,1.018,5.074,6.863,3.148,6.921,0.417,0,0,0,0
2022-01-02 04:30:00,1.024,5.029,7.026,3.232,7.076,0.428,0,0,0,0
2022-01-02 04:45:00,1.005,4.922,6.877,3.216,7.057,0.417,0,0,0,0
2022-01-02 05:00:00,1.006,5.21,7.224,3.382,7.122,0.457,0,0,0,0
2022-01-02 05:15:00,0.983,5.336,7.34,3.389,7.004,0.423,0,0,0,0
2022-01-02 05:30:00,0.99,5.497,6.92,3.274,6.782,0.455,0,0,0,0
2022-01-02 05:45:00,0.997,5.262,6.522,3.279,6.679,0.413,0,0,0,0
2022-01-02 06:00:00,0.984,5.163,6.966,3.649,7.148,0.438,0,0,0,0
2022-01-02 06:15:00,0.975,4.936,6.635,3.776,7.518,0.45,0,0,0,0
2022-01-02 06:30:00,0.964,5.13,6.898,3.848,7.84,0.448,0,0,0,0
2022-01-02 06:45:00,0.914,4.946,6.59,3.825,8.003,0.448,0,0,0,0
2022-01-02 07:00:00,0.913,4.583,6.524,3.973,8.421,0.407,0,0,0,0
2022-01-02 07:15:00,0.949,4.446,6.931,4.168,8.473,0.438,0,0,0,0
2022-01-02 07:30:00,0.965,4.272,6.959,4.32,9.061,0.462,0,0,0,0
2022-01-02 07:45:00,0.976,4.408,7.285,4.45,8.829,0.486,0,0,0.002,0
2022-01-02 08:00:00,0.963,4.721,7.814,4.605,9.03,0.536,0,0.002,0.013,0
2022-01-02 08:15:00,0.975,4.739,8.363,4.588,9.032,0.577,0.007,0.028,0.117,0.003
2022-01-02 08:30:00,0.988,4.633,8.055,4.783,8.87,0.58,0.049,0.081,0.302,0.059
2022-01-02 08:45:00,0.99,4.487,8.155,4.889,9.036,0.568,0.093,0.122,0.513,0.121
2022-01-02 09:00:00,0.988,4.267,8.299,5.054,8.989,0.528,0.165,0.181,0.734,0.227
2022-01-02 09:15:00,0.965,4.268,8.382,5.396,9.064,0.587,0.255,0.255,0.924,0.368
2022-01-02 09:30:00,0.946,4.098,8.053,5.606,9.186,0.601,0.372,0.351,1.118,0.52
2022-01-02 09:45:00,0.956,3.918,7.999,5.764,9.069,0.642,0.509,0.487,1.324,0.678
2022-01-02 10:00:00,0.928,4.363,7.863,6.242,9.407,0.675,0.579,0.638,1.57,0.775
2022-01-02 10:15:00,0.961,4.501,7.692,6.679,9.411,0.714,0.614,0.777,1.849,0.855
2022-01-02 10:30:00,0.984,4.414,7.428,6.779,9.661,0.718,0.601,0.829,2.065,0.849
2022-01-02 10:45:00,0.979,4.597,7.455,6.908,9.787,0.784,0.631,0.93,2.327,0.899
2022-01-02 11:00:00,0.968,4.834,7.866,6.932,10.29,0.835,0.651,1.051,2.477,0.871
2022-01-02 11:15:00,0.975,5.07,7.806,6.837,10.612,0.869,0.654,1.152,2.638,0.825
2022-01-02 11:30:00,0.993,5.226,7.777,7.012,10.896,0.849,0.656,1.319,2.806,0.789
2022-01-02 11:45:00,0.976,5.427,7.817,6.917,11.176,0.887,0.645,1.463,2.849,0.783
2022-01-02 12:00:00,0.969,5.524,8.062,7.296,11.717,0.878,0.658,1.55,2.863,0.72
2022-01-02 12:15:00,0.992,5.629,8.139,7.388,11.661,0.858,0.623,1.547,2.774,0.644
2022-01-02 12:30:00,0.926,5.385,8.519,7.33,11.871,0.888,0.597,1.476,2.579,0.589
2022-01-02 12:45:00,0.718,5.18,8.974,7.435,12.279,0.993,0.535,1.442,2.336,0.607
2022-01-02 13:00:00,0.513,5.308,9.36,6.957,11.742,1.037,0.48,1.338,2.116,0.612
2022-01-02 13:15:00,0.488,5.53,9.652,6.872,12.026,1.09,0.487,1.137,1.978,0.657
2022-01-02 13:30:00,0.448,5.603,9.87,6.825,12.732,1.11,0.462,0.973,1.77,0.686
2022-01-02 13:45:00,0.4,5.638,9.81,6.651,12.487,1.119,0.417,0.906,1.591,0.787
2022-01-02 14:00:00,0.421,5.552,10.141,6.637,12.765,1.165,0.361,0.841,1.399,0.821
2022-01-02 14:15:00,0.33,5.286,10.928,6.553,12.716,1.142,0.314,0.756,1.236,0.788
2022-01-02 14:30:00,0.268,5.243,11.017,6.506,13.13,1.111,0.261,0.626,1.048,0.729
2022-01-02 14:45:00,0.361,5.269,10.425,6.513,13.39,1.112,0.223,0.507,0.858,0.633
2022-01-02 15:00:00,0.383,5.254,11.259,6.473,13.32,1.197,0.208,0.391,0.686,0.501
2022-01-02 15:15:00,0.366,5.355,11.388,6.412,13.348,1.184,0.182,0.3,0.497,0.376
2022-01-02 15:30:00,0.443,5.424,12.126,6.521,13.715,1.206,0.119,0.211,0.319,0.256
2022-01-02 15:45:00,0.639,5.455,11.896,6.341,13.409,1.188,0.058,0.124,0.174,0.152
2022-01-02 16:00:00,0.834,5.485,11.789,6.179,14.118,1.204,0.011,0.054,0.066,0.071
2022-01-02 16:15:00,0.789,5.497,11.955,6.015,13.684,1.176,0,0.013,0.015,0.019
2022-01-02 16:30:00,0.773,5.475,12.707,6.215,14.304,1.207,0,0.001,0.003,0
2022-01-02 16:45:00,0.86,5.509,13.293,6.216,14.379,1.234,0,0,0,0
2022-01-02 17:00:00,0.843,5.522,13.343,6.146,14.547,1.175,0,0,0,0
2022-01-02 17:15:00,0.837,5.465,13.403,6.21,14.764,1.181,0,0,0,0
2022-01-02 17:30:00,0.85,5.482,13.864,6.206,14.956,1.127,0,0,0,0
2022-01-02 17:45:00,0.884,5.571,13.842,6.104,14.236,1.134,0,0,0,0
2022-01-02 18:00:00,0.911,5.557,13.861,6.468,14.939,1.156,0,0,0,0
2022-01-02 18:15:00,1.008,5.561,14.201,6.665,14.758,1.154,0,0,0,0
2022-01-02 18:30:00,1.037,5.539,14.272,6.634,14.217,1.132,0,0,0,0
2022-01-02 18:45:00,1.021,5.532,14.147,6.668,13.545,1.209,0,0,0,0
2022-01-02 19:00:00,1.031,5.587,14.21,6.767,13.301,1.18,0,0,0,0
2022-01-02 19:15:00,1.043,5.741,14.16,6.579,13.301,1.146,0,0,0,0
2022-01-02 19:30:00,1.038,5.679,13.741,6.539,12.664,1.173,0,0,0,0
2022-01-02 19:45:00,1.037,5.779,13.851,6.646,12.463,1.154,0,0,0,0
2022-01-02 20:00:00,1.031,5.82,13.716,6.932,12.062,1.16,0,0,0,0
2022-01-02 20:15:00,1.035,5.991,13.451,7.26,11.996,1.227,0,0,0,0
2022-01-02 20:30:00,1.021,6.012,13.172,7.27,12.03,1.224,0,0,0,0
2022-01-02 20:45:00,1.026,5.884,12.98,7.312,11.369,1.308,0,0,0,0
2022-01-02 21:00:00,1.021,5.857,12.939,7.46,11.167,1.261,0,0,0,0
2022-01-02 21:15:00,1.026,5.749,12.588,7.484,10.635,1.287,0,0,0,0
2022-01-02 21:30:00,1.027,5.581,12.494,7.638,10.535,1.294,0,0,0,0
2022-01-02 21:45:00,1.03,5.446,11.881,7.742,10.35,1.304,0,0,0,0
2022-01-02 22:00:00,1.023,5.257,11.49,7.78,9.978,1.329,0,0,0,0
2022-01-02 22:15:00,1.022,5.094,11.257,7.869,9.995,1.37,0,0,0,0
2022-01-02 22:30:00,1.019,4.941,10.677,8.08,9.978,1.394,0,0,0,0
2022-01-02 22:45:00,1.025,4.787,10.244,8.321,10.137,1.422,0,0,0,0
2022-01-02 23:00:00,1.029,4.675,10.06,8.428,10.012,1.467,0,0,0,0
2022-01-02 23:15:00,1.028,4.808,9.912,8.607,10.078,1.477,0,0,0,0
2022-01-02 23:30:00,1.019,4.963,9.419,8.248,9.752,1.466,0,0,0,0
2022-01-02 23:45:00,1.036,5.321,9.134,8.593,10.089,1.472,0,0,0,0
2022-01-03 00:00:00,1.027,5.158,8.883,8.415,10.402,1.409,0,0,0,0
2022-01-03 00:15:00,1.031,5.186,8.816,8.179,10.457,1.395,0,0,0,0
2022-01-03 00:30:00,1.006,5.264,8.871,8.105,10.415,1.358,0,0,0,0
2022-01-03 00:45:00,0.993,5.335,8.337,7.984,10.394,1.363,0,0,0,0
2022-01-03 01:00:00,0.872,5.358,8.913,7.12,9.904,1.333,0,0,0,0
2022-01-03 01:15:00,0.877,5.179,8.266,7.022,10.135,1.403,0,0,0,0
2022-01-03 01:30:00,0.85,5.161,7.734,6.377,10.556,1.379,0,0,0,0
2022-01-03 01:45:00,0.829,5.069,8.093,7.137,11.32,1.394,0,0,0,0
2022-01-03 02:00:00,0.824,4.862,8.401,6.172,11.277,1.376,0,0,0,0
2022-01-03 02:15:00,0.789,4.94,7.882,5.853,11.375,1.337,0,0,0,0
2022-01-03 02:30:00,0.788,4.948,7.894,5.432,11.241,1.348,0,0,0,0
2022-01-03 02:45:00,0.705,4.951,7.981,5.175,10.833,1.323,0,0,0,0
2022-01-03 03:00:00,0.746,4.965,7.836,5.103,9.846,1.312,0,0,0,0
2022-01-03 03:15:00,0.768,5.254,8.458,5.809,10.284,1.279,0,0,0,0
2022-01-03 03:30:00,0.658,4.971,8.41,5.471,9.923,1.219,0,0,0,0
2022-01-03 03:45:00,0.52,4.964,8.632,5.41,10.202,1.262,0,0,0,0
2022-01-03 04:00:00,0.456,5.071,8.99,5.187,10.433,1.238,0,0,0,0
2022-01-03 04:15:00,0.489,5.253,9.743,5.541,10.565,1.193,0,0,0,0
2022-01-03 04:30:00,0.53,5.287,9.747,5.434,10.27,1.143,0,0,0,0
2022-01-03 04:45:00,0.568,5.454,10.146,5.541,10.879,1.182,0,0,0,0
2022-01-03 05:00:00,0.549,5.665,10.294,5.926,11.676,1.117,0,0,0,0
2022-01-03 05:15:00,0.573,5.597,10.925,5.74,11.648,1.11,0,0,0,0
2022-01-03 05:30:00,0.639,5.34,10.963,6.175,12.275,1.193,0,0,0,0
2022-01-03 05:45:00,0.596,5.397,11.709,6.717,13.477,1.184,0,0,0,0
2022-01-03 06:00:00,0.617,5.629,11.988,7.445,14.637,1.224,0,0,0,0
2022-01-03 06:15:00,0.756,5.478,12.166,7.5,14.678,1.291,0,0,0,0
2022-01-03 06:30:00,0.854,5.366,12.374,7.399,14.678,1.333,0,0,0,0
2022-01-03 06:45:00,0.946,5.075,12.587,7.643,15.392,1.31,0,0,0,0
2022-01-03 07:00:00,0.973,5.087,12.973,7.759,15.769,1.284,0,0,0,0
2022-01-03 07:15:00,0.972,5.086,12.807,7.584,15.967,1.291,0,0,0,0
2022-01-03 07:30:00,0.966,5.088,12.651,7.653,15.959,1.312,0,0,0,0
2022-01-03 07:45:00,0.998,5.075,12.505,7.572,16.09,1.284,0,0.001,0.001,0
2022-01-03 08:00:00,0.977,5.071,12.246,7.521,15.633,1.296,0,0.001,0.007,0
2022-01-03 08:15:00,1,5.073,12.098,7.485,15.387,1.264,0.012,0.003,0.02,0
2022-01-03 08:30:00,0.991,5.067,12.567,7.47,15.572,1.241,0.081,0.016,0.063,0.012
2022-01-03 08:45:00,1.01,5.07,12.615,7.507,15.453,1.268,0.191,0.048,0.151,0.039
2022-01-03 09:00:00,1.013,5.065,11.97,7.423,15.438,1.278,0.339,0.11,0.293,0.078
2022-01-03 09:15:00,1.023,5.07,11.648,7.474,15.442,1.254,0.507,0.188,0.473,0.125
2022-01-03 09:30:00,1.033,5.075,11.789,7.456,15.157,1.22,0.666,0.271,0.651,0.179
2022-01-03 09:45:00,1.04,4.791,11.804,7.517,15.006,1.196,0.846,0.352,0.836,0.234
2022-01-03 10:00:00,1.042,4.623,11.871,7.444,15.045,1.224,1.114,0.433,1,0.288
2022-01-03 10:15:00,1.037,4.618,11.968,7.517,15.128,1.215,1.332,0.518,1.16,0.339
2022-01-03 10:30:00,1.025,4.626,12.017,7.597,15.181,1.145,1.493,0.585,1.311,0.367
2022-01-03 10:45:00,1.039,4.628,11.976,7.674,15.311,1.166,1.675,0.652,1.423,0.384
2022-01-03 11:00:00,1.031,4.628,11.965,7.684,15.335,1.206,1.791,0.685,1.536,0.396
2022-01-03 11:15:00,1.013,4.624,12.265,7.665,15.412,1.225,1.953,0.72,1.632,0.41
2022-01-03 11:30:00,1.034,4.614,12.231,7.79,15.367,1.259,2.048,0.763,1.731,0.42
2022-01-03 11:45:00,1.035,4.607,12.289,7.875,15.522,1.261,2.073,0.816,1.771,0.437
2022-01-03 12:00:00,1.03,4.599,12.257,7.822,15.457,1.231,2.108,0.848,1.704,0.452
2022-01-03 12:15:00,1.036,4.6,12.187,7.728,15.495,1.22,2.133,0.864,1.636,0.463
2022-01-03 12:30:00,1.033,4.603,12.123,7.638,15.153,1.217,2.044,0.832,1.561,0.47
2022-01-03 12:45:00,1.031,4.602,12.185,7.642,15.156,1.214,1.972,0.784,1.475,0.481
2022-01-03 13:00:00,1.032,4.599,12.069,7.651,15.083,1.242,1.683,0.752,1.378,0.495
2022-01-03 13:15:00,1.039,4.603,12.109,7.486,15.082,1.203,1.553,0.769,1.309,0.504
2022-01-03 13:30:00,1.036,4.615,12.083,7.408,14.928,1.203,1.355,0.76,1.255,0.49
2022-01-03 13:45:00,1.031,4.609,12.029,7.294,15.037,1.235,1.127,0.722,1.182,0.492
2022-01-03 14:00:00,1.032,4.611,11.821,7.216,14.935,1.239,0.946,0.669,1.116,0.487
2022-01-03 14:15:00,1.034,4.61,11.529,7.167,14.891,1.208,0.825,0.574,1.012,0.47
2022-01-03 14:30:00,1.037,4.613,11.432,7.09,14.695,1.169,0.692,0.497,0.876,0.439
2022-01-03 14:45:00,1.038,4.622,11.467,6.968,14.554,1.124,0.563,0.408,0.736,0.376
2022-01-03 15:00:00,1.037,4.623,11.19,7.05,14.266,1.097,0.396,0.315,0.588,0.294
2022-01-03 15:15:00,1.038,4.617,10.804,7.035,13.987,1.077,0.251,0.238,0.446,0.232
2022-01-03 15:30:00,1.035,4.615,10.437,7.258,13.882,1.071,0.136,0.16,0.313,0.167
2022-01-03 15:45:00,1.038,4.617,10.475,7.344,13.973,1.01,0.046,0.093,0.174,0.108
2022-01-03 16:00:00,1.037,4.622,10.826,7.428,13.836,0.995,0.006,0.04,0.064,0.054
2022-01-03 16:15:00,1.037,4.625,10.699,7.358,13.534,1.075,0,0.009,0.013,0.017
2022-01-03 16:30:00,1.037,4.624,10.638,7.246,13.294,1.071,0,0.002,0.001,0.001
2022-01-03 16:45:00,1.03,4.626,10.512,7.169,13.247,1.095,0,0.001,0,0
2022-01-03 17:00:00,1.018,4.624,10.46,7.116,13.285,1.129,0,0,0,0
2022-01-03 17:15:00,1.033,4.624,10.578,7.005,13.335,1.164,0,0,0,0
2022-01-03 17:30:00,1.035,4.616,10.536,6.876,13.355,1.205,0,0,0,0
2022-01-03 17:45:00,1.037,4.432,10.456,6.85,13.44,1.21,0,0,0,0
2022-01-03 18:00:00,1.035,4.417,10.815,6.76,13.219,1.24,0,0,0,0
2022-01-03 18:15:00,1.031,4.421,10.857,6.756,13.023,1.233,0,0,0,0
2022-01-03 18:30:00,1.028,4.425,11.033,6.701,12.991,1.214,0,0,0,0
2022-01-03 18:45:00,1.02,4.423,10.895,6.637,12.948,1.229,0,0,0,0
2022-01-03 19:00:00,1.031,4.425,10.783,6.567,12.737,1.261,0,0,0,0
2022-01-03 19:15:00,1.024,4.425,10.403,6.33,12.708,1.276,0,0,0,0
2022-01-03 19:30:00,1.038,4.426,10.145,6.051,12.539,1.238,0,0,0,0
2022-01-03 19:45:00,1.037,4.425,10.057,5.812,12.422,1.232,0,0,0,0
2022-01-03 20:00:00,1.035,4.235,9.999,5.569,12.451,1.225,0,0,0,0
2022-01-03 20:15:00,1.02,4.118,9.855,5.333,12.349,1.18,0,0,0,0
2022-01-03 20:30:00,0.99,4.117,9.62,5.197,12.2,1.179,0,0,0,0
2022-01-03 20:45:00,1.007,4.119,9.369,5.093,12.253,1.131,0,0,0,0
2022-01-03 21:00:00,1.031,4.103,9.333,5.029,12.209,1.1,0,0,0,0
2022-01-03 21:15:00,1.019,4.053,9.027,4.926,12.13,1.078,0,0,0,0
2022-01-03 21:30:00,1.024,4,8.947,4.739,12.13,1.054,0,0,0,0
2022-01-03 21:45:00,1.019,4.291,8.651,4.509,11.881,1.065,0,0,0,0
2022-01-03 22:00:00,1.02,4.457,8.745,4.231,11.029,1.112,0,0,0,0
2022-01-03 22:15:00,1.018,4.44,8.757,4.04,10.98,1.093,0,0,0,0
2022-01-03 22:30:00,1.031,4.422,8.721,3.889,10.905,1.1,0,0,0,0
2022-01-03 22:45:00,1.012,4.525,8.607,3.806,10.544,1.01,0,0,0,0
2022-01-03 23:00:00,1.02,4.421,8.594,3.708,10.343,0.963,0,0,0,0
2022-01-03 23:15:00,1.036,4.311,8.309,3.57,10.169,0.916,0,0,0,0
2022-01-03 23:30:00,1.016,4.268,8.296,3.482,9.822,0.908,0,0,0,0
