"Date (UTC)","Wind offshore 50Hertz","Wind offshore Tennet","Wind onshore 50Hertz","Wind Amprion","Wind onshore Tennet","Wind Transnet BW","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2018-01-31T17:00:00.000Z,0.353,3.507,10.412,5.4,9.382,1.01,0,0,0,0
2018-01-31T18:00:00.000Z,0.413,3.503,9.683,4.981,9.242,1.06,0,0,0,0
2018-01-31T19:00:00.000Z,0.284,3.481,9.788,4.694,9.311,1.109,0,0,0,0
2018-01-31T20:00:00.000Z,0.289,3.731,9.232,4.203,8.741,1.156,0,0,0,0
2018-01-31T21:00:00.000Z,0.395,3.784,8.349,3.754,8.376,1.12,0,0,0,0
2018-01-31T22:00:00.000Z,0.389,3.809,6.83,3.505,8.854,1.047,0,0,0,0
2018-01-31T23:00:00.000Z,0.408,3.795,6.03,3.539,9.178,0,0,0,0,0
2018-02-01T00:00:00.000Z,0.436,3.81,5.282,3.472,9.043,0,0,0,0,0
2018-02-01T01:00:00.000Z,0.446,3.71,5.012,3.546,8.911,0,0,0,0,0
2018-02-01T02:00:00.000Z,0.446,3.645,4.725,3.431,8.916,0,0,0,0,0
2018-02-01T03:00:00.000Z,0.447,3.742,4.338,3.269,8.89,0,0,0,0,0
2018-02-01T04:00:00.000Z,0.446,3.774,4.387,2.962,8.764,0,0,0,0,0
2018-02-01T05:00:00.000Z,0.444,3.224,4.654,3.004,8.82,0,0,0,0,0
2018-02-01T06:00:00.000Z,0.442,3.009,4.601,3.264,8.744,0,0.002,0,0,0
2018-02-01T07:00:00.000Z,0.439,3.123,4.514,3.588,8.466,0,0.248,0.113,0.127,0
2018-02-01T08:00:00.000Z,0.434,3.534,4.163,3.613,8.234,0,0.939,0.779,0.767,0
2018-02-01T09:00:00.000Z,0.429,3.443,3.788,3.966,8.75,0,1.736,1.286,1.441,0
2018-02-01T10:00:00.000Z,0.427,3.556,4.491,4.412,9.143,0,2.377,1.254,1.791,0
2018-02-01T11:00:00.000Z,0.432,3.598,5.138,4.389,9.225,0,2.324,1.173,1.822,0
2018-02-01T12:00:00.000Z,0.432,3.594,4.923,4.04,9.263,0,2.052,0.975,1.64,0
2018-02-01T13:00:00.000Z,0.422,3.621,4.514,3.669,8.522,0,1.462,0.751,1.294,0
2018-02-01T14:00:00.000Z,0.42,3.78,3.738,3.242,8.348,0,0.759,0.424,0.727,0
2018-02-01T15:00:00.000Z,0.417,3.84,3.594,2.72,8.233,0,0.144,0.169,0.197,0
2018-02-01T16:00:00.000Z,0.405,3.839,4.792,2.74,8.602,0,0,0.005,0.001,0
2018-02-01T17:00:00.000Z,0.382,3.824,5.882,2.811,9.33,0,0,0,0,0
2018-02-01T18:00:00.000Z,0.396,2.941,6.559,2.99,10.003,0,0,0,0,0
2018-02-01T19:00:00.000Z,0.401,2.655,6.91,3.16,9.967,0,0,0,0,0
2018-02-01T20:00:00.000Z,0.393,2.514,7.224,3.414,9.832,0,0,0,0,0
2018-02-01T21:00:00.000Z,0.376,2.425,7.278,3.537,9.313,0,0,0,0,0
2018-02-01T22:00:00.000Z,0.407,2.299,7.248,3.585,9.168,0,0,0,0,0
2018-02-01T23:00:00.000Z,0.423,1.804,6.729,3.689,9,0,0,0,0,0
2018-02-02T00:00:00.000Z,0.392,1.223,6.176,3.871,8.5,0,0,0,0,0
2018-02-02T01:00:00.000Z,0.371,0.899,5.876,4.032,7.831,0,0,0,0,0
2018-02-02T02:00:00.000Z,0.365,0.84,5.99,4.316,7.236,0,0,0,0,0
2018-02-02T03:00:00.000Z,0.33,0.974,6.113,4.338,6.754,0,0,0,0,0
2018-02-02T04:00:00.000Z,0.266,1.128,6.321,4.301,6.035,0,0,0,0,0
2018-02-02T05:00:00.000Z,0.22,1.138,6.266,4.397,5.343,0,0,0,0,0
2018-02-02T06:00:00.000Z,0.21,1.176,6.065,4.343,4.726,0,0.004,0,0,0
2018-02-02T07:00:00.000Z,0.235,1.582,5.965,4.137,4.212,0,0.317,0.079,0.195,0
2018-02-02T08:00:00.000Z,0.247,2.116,5.301,3.906,3.572,0,1.254,0.4,0.846,0
2018-02-02T09:00:00.000Z,0.184,2.514,4.957,3.505,3.085,0,2.17,0.864,1.667,0
2018-02-02T10:00:00.000Z,0.121,2.914,5.23,3.133,2.774,0,2.71,1.301,2.273,0
2018-02-02T11:00:00.000Z,0.091,3.047,5.12,2.916,2.635,0,2.322,1.596,2.385,0
2018-02-02T12:00:00.000Z,0.053,3.515,4.676,2.591,2.692,0,1.406,1.484,2.362,0
2018-02-02T13:00:00.000Z,0.047,3.743,4.291,2.211,3.031,0,0.76,1.079,1.987,0
2018-02-02T14:00:00.000Z,0.035,3.841,3.729,2.096,3.507,0,0.391,0.624,1.129,0
2018-02-02T15:00:00.000Z,0.026,3.773,3.393,1.943,3.892,0,0.07,0.188,0.287,0
2018-02-02T16:00:00.000Z,0.026,3.586,3.226,1.954,4.353,0,0,0.004,0.001,0
2018-02-02T17:00:00.000Z,0.026,3.056,3.28,1.956,4.693,0,0,0,0,0
2018-02-02T18:00:00.000Z,0.03,2.673,3.077,1.941,4.917,0,0,0,0,0
2018-02-02T19:00:00.000Z,0.029,2.22,3.036,1.737,4.755,0,0,0,0,0
2018-02-02T20:00:00.000Z,0.021,1.63,2.874,1.441,4.504,0,0,0,0,0
2018-02-02T21:00:00.000Z,0.024,1.167,2.841,1.18,4.054,0,0,0,0,0
2018-02-02T22:00:00.000Z,0.047,0.908,2.677,0.967,3.366,0,0,0,0,0
2018-02-02T23:00:00.000Z,0.093,0.718,2.631,0.819,2.779,0,0,0,0,0
2018-02-03T00:00:00.000Z,0.127,0.631,2.643,0.689,2.492,0,0,0,0,0
2018-02-03T01:00:00.000Z,0.164,0.576,2.596,0.676,2.223,0,0,0,0,0
2018-02-03T02:00:00.000Z,0.172,0.403,2.787,0.781,2.051,0,0,0,0,0
2018-02-03T03:00:00.000Z,0.158,0.42,2.961,0.809,1.77,0,0,0,0,0
2018-02-03T04:00:00.000Z,0.153,0.382,2.973,0.83,1.474,0,0,0,0,0
2018-02-03T05:00:00.000Z,0.123,0.559,2.66,0.691,1.258,0,0,0,0,0
2018-02-03T06:00:00.000Z,0.117,0.638,2.313,0.479,1.067,0,0.002,0,0,0
2018-02-03T07:00:00.000Z,0.088,0.676,1.876,0.347,0.936,0,0.114,0.051,0.117,0
2018-02-03T08:00:00.000Z,0.072,0.636,1.473,0.302,0.778,0,0.433,0.351,0.56,0
2018-02-03T09:00:00.000Z,0.04,0.528,1.42,0.283,0.658,0,0.765,0.924,1.122,0
2018-02-03T10:00:00.000Z,0.008,0.554,1.267,0.386,0.63,0,0.97,1.386,1.522,0
2018-02-03T11:00:00.000Z,0.001,0.706,1.214,0.555,0.651,0,1.011,1.461,1.736,0
2018-02-03T12:00:00.000Z,0.005,0.671,1.111,0.61,0.767,0,0.88,1.267,1.621,0
2018-02-03T13:00:00.000Z,0.003,0.764,0.872,0.672,0.891,0,0.671,0.841,1.201,0
2018-02-03T14:00:00.000Z,0.002,0.836,0.627,0.648,1.011,0,0.339,0.475,0.731,0
2018-02-03T15:00:00.000Z,0.002,0.951,0.453,0.488,1.182,0,0.064,0.152,0.21,0
2018-02-03T16:00:00.000Z,0.003,1.228,0.41,0.44,1.388,0,0,0.003,0.001,0
2018-02-03T17:00:00.000Z,0.001,1.61,0.368,0.492,1.459,0,0,0,0,0
2018-02-03T18:00:00.000Z,0,1.756,0.264,0.536,1.591,0,0,0,0,0
2018-02-03T19:00:00.000Z,0.001,2.061,0.242,0.6,1.761,0,0,0,0,0
2018-02-03T20:00:00.000Z,0.007,2.327,0.285,0.646,1.87,0,0,0,0,0
2018-02-03T21:00:00.000Z,0.027,2.833,0.358,0.603,1.952,0,0,0,0,0
2018-02-03T22:00:00.000Z,0.027,2.925,0.44,0.613,2.225,0,0,0,0,0
2018-02-03T23:00:00.000Z,0.024,3.007,0.532,0.629,2.576,0,0,0,0,0
2018-02-04T00:00:00.000Z,0.019,3.401,0.552,0.691,2.947,0,0,0,0,0
2018-02-04T01:00:00.000Z,0.017,3.599,0.566,0.772,2.976,0,0,0,0,0
2018-02-04T02:00:00.000Z,0.03,3.906,0.621,0.671,2.944,0,0,0,0,0
2018-02-04T03:00:00.000Z,0.04,4.118,0.722,0.578,3.107,0,0,0,0,0
2018-02-04T04:00:00.000Z,0.092,4.199,0.749,0.571,3.355,0,0,0,0,0
2018-02-04T05:00:00.000Z,0.332,4.184,0.886,0.687,3.342,0,0,0,0,0
2018-02-04T06:00:00.000Z,0.404,4.164,1.003,0.85,3.42,0,0.003,0,0.001,0
2018-02-04T07:00:00.000Z,0.432,4.174,1.065,0.97,3.773,0,0.215,0.052,0.134,0
2018-02-04T08:00:00.000Z,0.431,4.14,0.952,1.352,3.98,0,0.548,0.269,0.486,0
2018-02-04T09:00:00.000Z,0.44,4.112,0.846,1.388,3.924,0,0.857,0.524,1.018,0
2018-02-04T10:00:00.000Z,0.428,4.105,0.882,1.387,4.538,0,1.042,0.8,1.421,0
2018-02-04T11:00:00.000Z,0.411,4.031,0.904,1.35,5.006,0,1.143,0.99,1.667,0
2018-02-04T12:00:00.000Z,0.443,3.847,0.891,1.291,5.04,0,1.124,0.936,1.693,0
2018-02-04T13:00:00.000Z,0.439,3.745,0.968,1.097,4.758,0,0.906,0.839,1.487,0
2018-02-04T14:00:00.000Z,0.443,3.653,1.156,1.072,4.606,0,0.559,0.57,0.965,0
2018-02-04T15:00:00.000Z,0.448,3.359,1.361,0.995,4.541,0,0.113,0.207,0.273,0
2018-02-04T16:00:00.000Z,0.452,3.327,1.559,1.05,4.664,0,0,0.007,0.002,0
2018-02-04T17:00:00.000Z,0.45,3.378,1.67,1.093,5.067,0,0,0,0,0
2018-02-04T18:00:00.000Z,0.448,3.224,1.787,1.253,5.397,0,0,0,0,0
2018-02-04T19:00:00.000Z,0.45,2.901,1.744,1.362,5.268,0,0,0,0,0
2018-02-04T20:00:00.000Z,0.439,2.68,1.788,1.454,5.309,0,0,0,0,0
2018-02-04T21:00:00.000Z,0.368,2.635,1.8,1.647,5.123,0,0,0,0,0
2018-02-04T22:00:00.000Z,0.351,2.381,1.722,1.7,4.723,0,0,0,0,0
2018-02-04T23:00:00.000Z,0.353,2.228,1.631,1.747,4.277,0,0,0,0,0
2018-02-05T00:00:00.000Z,0.339,1.931,1.486,1.727,4.099,0,0,0,0,0
2018-02-05T01:00:00.000Z,0.284,2.031,1.331,1.732,4.163,0,0,0,0,0
2018-02-05T02:00:00.000Z,0.262,1.834,1.289,1.843,4.059,0,0,0,0,0
2018-02-05T03:00:00.000Z,0.234,2.159,1.263,1.866,3.792,0,0,0,0,0
2018-02-05T04:00:00.000Z,0.228,2.155,1.239,1.92,3.693,0,0,0,0,0
2018-02-05T05:00:00.000Z,0.232,2.089,1.177,1.991,3.646,0,0,0,0,0
2018-02-05T06:00:00.000Z,0.186,1.868,1.093,2.087,3.56,0,0.007,0,0.009,0
2018-02-05T07:00:00.000Z,0.193,1.754,1.022,2.23,3.406,0,0.265,0.109,0.51,0
2018-02-05T08:00:00.000Z,0.187,1.645,0.813,2.243,3.002,0,0.74,0.6,1.756,0
2018-02-05T09:00:00.000Z,0.165,1.408,0.675,2.205,2.893,0,1.059,1.343,2.964,0
2018-02-05T10:00:00.000Z,0.106,1.253,0.587,2.407,2.836,0,1.403,2.082,3.771,0
2018-02-05T11:00:00.000Z,0.092,0.961,0.561,2.593,2.627,0,1.675,2.63,4.223,0
2018-02-05T12:00:00.000Z,0.082,0.782,0.572,2.649,2.295,0,1.682,2.711,3.987,0
2018-02-05T13:00:00.000Z,0.058,0.698,0.612,2.594,2.093,0,1.27,2.187,3.109,0
2018-02-05T14:00:00.000Z,0.046,0.614,0.684,2.631,2.07,0,0.714,1.476,1.855,0
2018-02-05T15:00:00.000Z,0.05,0.587,0.698,2.741,2.085,0,0.165,0.508,0.509,0
2018-02-05T16:00:00.000Z,0.059,0.663,0.809,3.235,2.384,0,0,0.02,0.006,0
2018-02-05T17:00:00.000Z,0.08,0.615,0.871,3.673,2.671,0,0,0,0,0
2018-02-05T18:00:00.000Z,0.053,0.596,1.079,3.857,2.756,0,0,0,0,0
2018-02-05T19:00:00.000Z,0.019,0.622,1.23,3.757,2.792,0,0,0,0,0
2018-02-05T20:00:00.000Z,0.008,0.764,1.311,3.552,2.789,0,0,0,0,0
2018-02-05T21:00:00.000Z,0.002,0.685,1.256,3.18,2.633,0,0,0,0,0
2018-02-05T22:00:00.000Z,0.007,0.579,1.082,2.935,2.54,0,0,0,0,0
2018-02-05T23:00:00.000Z,0.006,0.626,0.891,2.846,2.466,0,0,0,0,0
2018-02-06T00:00:00.000Z,0.018,0.572,0.744,2.862,2.331,0,0,0,0,0
2018-02-06T01:00:00.000Z,0.018,0.413,0.579,2.802,2.277,0,0,0,0,0
2018-02-06T02:00:00.000Z,0.021,0.336,0.554,2.544,2.093,0,0,0,0,0
2018-02-06T03:00:00.000Z,0.015,0.267,0.516,2.172,1.954,0,0,0,0,0
2018-02-06T04:00:00.000Z,0.013,0.162,0.454,1.885,1.824,0,0,0,0,0
2018-02-06T05:00:00.000Z,0.011,0.157,0.456,1.712,1.703,0,0,0,0,0
2018-02-06T06:00:00.000Z,0.013,0.123,0.624,1.602,1.683,0,0.015,0,0.014,0
2018-02-06T07:00:00.000Z,0.016,0.144,0.768,1.445,1.77,0,0.563,0.131,0.669,0
2018-02-06T08:00:00.000Z,0.015,0.136,0.648,1.128,1.348,0,1.53,0.719,2.124,0
2018-02-06T09:00:00.000Z,0.012,0.197,0.474,0.832,0.98,0,2.607,1.461,3.706,0
2018-02-06T10:00:00.000Z,0.009,0.286,0.613,0.714,1.027,0,3.286,1.767,5.072,0
2018-02-06T11:00:00.000Z,0,0.212,0.585,0.622,1.066,0,3.468,1.895,5.453,0
2018-02-06T12:00:00.000Z,0,0.153,0.549,0.583,0.915,0,3.156,1.881,4.914,0
2018-02-06T13:00:00.000Z,0,0.09,0.563,0.567,0.843,0,2.458,1.577,3.872,0
2018-02-06T14:00:00.000Z,0,0.049,0.605,0.63,0.822,0,1.362,0.991,2.25,0
2018-02-06T15:00:00.000Z,0,0.031,0.685,0.706,0.862,0,0.316,0.309,0.685,0
2018-02-06T16:00:00.000Z,0,0.043,1.034,0.782,0.952,0,0.001,0.011,0.009,0
2018-02-06T17:00:00.000Z,0,0.046,1.419,0.778,1.197,0,0,0,0,0
2018-02-06T18:00:00.000Z,0,0.045,1.618,0.712,1.365,0,0,0,0,0
2018-02-06T19:00:00.000Z,0,0.062,1.528,0.722,1.477,0,0,0,0,0
2018-02-06T20:00:00.000Z,0.003,0.077,1.337,0.771,1.46,0,0,0,0,0
2018-02-06T21:00:00.000Z,0.007,0.138,1.139,0.689,1.325,0,0,0,0,0
2018-02-06T22:00:00.000Z,0.008,0.193,1.099,0.648,1.286,0,0,0,0,0
2018-02-06T23:00:00.000Z,0.011,0.236,0.98,0.655,1.114,0,0,0,0,0
2018-02-07T00:00:00.000Z,0.013,0.24,0.822,0.733,0.989,0,0,0,0,0
2018-02-07T01:00:00.000Z,0.001,0.152,0.713,0.772,0.888,0,0,0,0,0
2018-02-07T02:00:00.000Z,0.003,0.098,0.667,0.73,0.878,0,0,0,0,0
2018-02-07T03:00:00.000Z,0.004,0.066,0.595,0.742,0.943,0,0,0,0,0
2018-02-07T04:00:00.000Z,0,0.057,0.602,0.781,1.001,0,0,0,0,0
2018-02-07T05:00:00.000Z,0,0.036,0.592,0.85,1.149,0,0,0,0,0
2018-02-07T06:00:00.000Z,0,0.029,0.526,0.838,1.258,0,0.014,0,0.004,0
2018-02-07T07:00:00.000Z,0,0.047,0.473,0.793,1.232,0,0.383,0.133,0.358,0
2018-02-07T08:00:00.000Z,0.01,0.082,0.308,0.572,0.985,0,1.269,0.745,1.366,0
2018-02-07T09:00:00.000Z,0.001,0.114,0.157,0.364,0.56,0,2.293,1.511,2.404,0
2018-02-07T10:00:00.000Z,0,0.181,0.118,0.238,0.365,0,3.225,2.104,3.101,0
2018-02-07T11:00:00.000Z,0,0.225,0.102,0.162,0.28,0,3.585,2.385,3.498,0
2018-02-07T12:00:00.000Z,0,0.279,0.184,0.155,0.245,0,3.434,2.404,3.348,0
2018-02-07T13:00:00.000Z,0.002,0.304,0.374,0.251,0.287,0,2.77,2.019,2.695,0
2018-02-07T14:00:00.000Z,0,0.326,0.524,0.358,0.401,0,1.517,1.268,1.588,0
2018-02-07T15:00:00.000Z,0,0.418,0.692,0.522,0.519,0,0.333,0.44,0.461,0
2018-02-07T16:00:00.000Z,0,0.469,1.027,0.638,0.744,0,0.002,0.024,0.008,0
2018-02-07T17:00:00.000Z,0,0.466,1.22,0.741,0.934,0,0,0,0,0
2018-02-07T18:00:00.000Z,0,0.439,1.177,0.713,0.966,0,0,0,0,0
2018-02-07T19:00:00.000Z,0,0.468,1.01,0.691,0.913,0,0,0,0,0
2018-02-07T20:00:00.000Z,0.001,0.54,0.877,0.618,0.815,0,0,0,0,0
2018-02-07T21:00:00.000Z,0.005,0.743,0.823,0.493,0.84,0,0,0,0,0
2018-02-07T22:00:00.000Z,0.009,0.933,0.763,0.329,0.83,0,0,0,0,0
2018-02-07T23:00:00.000Z,0.008,1.193,0.544,0.22,0.775,0,0,0,0,0
2018-02-08T00:00:00.000Z,0.014,1.434,0.411,0.197,0.768,0,0,0,0,0
2018-02-08T01:00:00.000Z,0.021,1.771,0.399,0.162,0.808,0,0,0,0,0
2018-02-08T02:00:00.000Z,0.026,2.105,0.386,0.115,0.794,0,0,0,0,0
2018-02-08T03:00:00.000Z,0.01,2.147,0.326,0.117,0.663,0,0,0,0,0
2018-02-08T04:00:00.000Z,0.018,2.01,0.24,0.157,0.567,0,0,0,0,0
2018-02-08T05:00:00.000Z,0.026,1.733,0.156,0.191,0.456,0,0,0,0,0
2018-02-08T06:00:00.000Z,0.014,1.46,0.106,0.189,0.435,0,0.014,0,0.001,0
2018-02-08T07:00:00.000Z,0.003,1.352,0.068,0.19,0.536,0,0.34,0.19,0.227,0
2018-02-08T08:00:00.000Z,0.007,1.365,0.034,0.137,0.537,0,1.231,0.743,0.983,0
2018-02-08T09:00:00.000Z,0.008,1.426,0.016,0.059,0.432,0,2.231,1.613,1.866,0
2018-02-08T10:00:00.000Z,0.016,1.684,0.01,0.019,0.419,0,2.958,2.344,2.508,0
2018-02-08T11:00:00.000Z,0.016,1.894,0.01,0.011,0.587,0,3.145,2.681,2.724,0
2018-02-08T12:00:00.000Z,0.016,2.126,0.01,0.011,0.864,0,2.941,2.631,2.694,0
2018-02-08T13:00:00.000Z,0.011,2.229,0.01,0.015,0.996,0,2.173,2.195,2.323,0
2018-02-08T14:00:00.000Z,0.002,2.382,0.011,0.021,0.911,0,1.153,1.407,1.445,0
2018-02-08T15:00:00.000Z,0.002,2.433,0.013,0.025,0.77,0,0.273,0.516,0.457,0
2018-02-08T16:00:00.000Z,0,2.49,0.02,0.063,0.961,0,0.001,0.035,0.01,0
2018-02-08T17:00:00.000Z,0,2.631,0.037,0.15,1.382,0,0,0,0,0
2018-02-08T18:00:00.000Z,0,2.866,0.062,0.258,1.924,0,0,0,0,0
2018-02-08T19:00:00.000Z,0.002,3.228,0.11,0.367,2.463,0,0,0,0,0
2018-02-08T20:00:00.000Z,0.01,3.438,0.155,0.484,2.869,0,0,0,0,0
2018-02-08T21:00:00.000Z,0.021,3.426,0.173,0.551,2.877,0,0,0,0,0
2018-02-08T22:00:00.000Z,0.024,3.344,0.202,0.654,2.939,0,0,0,0,0
2018-02-08T23:00:00.000Z,0.043,3.316,0.228,0.737,3.125,0,0,0,0,0
2018-02-09T00:00:00.000Z,0.067,3.312,0.312,0.806,3.232,0,0,0,0,0
2018-02-09T01:00:00.000Z,0.063,3.376,0.505,0.913,3.349,0,0,0,0,0
2018-02-09T02:00:00.000Z,0.075,3.454,0.755,1.036,3.501,0,0,0,0,0
2018-02-09T03:00:00.000Z,0.067,3.417,1.059,1.139,3.519,0,0,0,0,0
2018-02-09T04:00:00.000Z,0.072,3.605,1.253,1.299,3.655,0,0,0,0,0
2018-02-09T05:00:00.000Z,0.083,3.532,1.367,1.467,3.85,0,0,0,0,0
2018-02-09T06:00:00.000Z,0.084,3.414,1.56,1.521,4.131,0,0.016,0,0.001,0
2018-02-09T07:00:00.000Z,0.104,3.423,1.849,1.643,4.21,0,0.31,0.179,0.192,0
2018-02-09T08:00:00.000Z,0.15,3.532,1.684,1.625,3.718,0,1.287,0.786,0.857,0
2018-02-09T09:00:00.000Z,0.177,3.421,1.071,1.462,3.068,0,2.394,1.426,1.62,0
2018-02-09T10:00:00.000Z,0.163,3.488,0.81,1.406,2.637,0,3.2,1.904,2.119,0
2018-02-09T11:00:00.000Z,0.127,3.537,0.797,1.381,2.605,0,3.226,2.085,2.236,0
2018-02-09T12:00:00.000Z,0.098,3.601,0.818,1.351,2.508,0,2.813,1.936,2.069,0
2018-02-09T13:00:00.000Z,0.126,3.604,0.908,1.318,2.284,0,1.985,1.546,1.618,0
2018-02-09T14:00:00.000Z,0.131,3.518,0.953,1.271,2.235,0,1.016,0.908,0.944,0
2018-02-09T15:00:00.000Z,0.169,3.437,1.095,1.236,2.258,0,0.245,0.245,0.272,0
2018-02-09T16:00:00.000Z,0.215,3.358,1.558,1.235,2.661,0,0.001,0.01,0.004,0
2018-02-09T17:00:00.000Z,0.226,3.353,1.897,1.214,3.058,0,0,0,0,0
2018-02-09T18:00:00.000Z,0.233,3.353,1.905,1.254,2.981,0,0,0,0,0
2018-02-09T19:00:00.000Z,0.202,3.14,1.77,1.257,2.559,0,0,0,0,0
2018-02-09T20:00:00.000Z,0.172,2.908,1.689,1.145,2.087,0,0,0,0,0
2018-02-09T21:00:00.000Z,0.112,2.269,1.544,1.027,1.784,0,0,0,0,0
2018-02-09T22:00:00.000Z,0.075,1.738,1.293,0.993,1.524,0,0,0,0,0
2018-02-09T23:00:00.000Z,0.058,1.423,1.056,0.975,1.302,0,0,0,0,0
2018-02-10T00:00:00.000Z,0.057,1.273,0.866,0.954,1.139,0,0,0,0,0
2018-02-10T01:00:00.000Z,0.05,1.12,0.805,0.907,1.118,0,0,0,0,0
2018-02-10T02:00:00.000Z,0.035,0.914,0.763,0.92,1.117,0,0,0,0,0
2018-02-10T03:00:00.000Z,0.023,0.872,0.745,0.869,1.132,0,0,0,0,0
2018-02-10T04:00:00.000Z,0.018,0.971,0.725,0.764,1.056,0,0,0,0,0
2018-02-10T05:00:00.000Z,0.03,1.105,0.679,0.676,0.97,0,0,0,0,0
2018-02-10T06:00:00.000Z,0.025,1.297,0.642,0.708,0.937,0,0.009,0,0.001,0
2018-02-10T07:00:00.000Z,0.047,1.387,0.686,0.858,1.024,0,0.141,0.042,0.152,0
2018-02-10T08:00:00.000Z,0.097,1.417,0.737,0.929,1.138,0,0.575,0.215,0.638,0
2018-02-10T09:00:00.000Z,0.129,1.478,0.65,0.962,0.934,0,1.235,0.438,1.1,0
2018-02-10T10:00:00.000Z,0.109,1.527,0.621,1.002,0.714,0,1.807,0.586,1.383,0
2018-02-10T11:00:00.000Z,0.073,1.481,0.646,1.07,0.681,0,2.069,0.63,1.462,0
2018-02-10T12:00:00.000Z,0.032,1.4,0.752,1.002,0.841,0,1.885,0.634,1.303,0
2018-02-10T13:00:00.000Z,0.011,1.432,0.703,0.973,1.062,0,1.436,0.498,0.933,0
2018-02-10T14:00:00.000Z,0.013,1.945,0.62,1.032,1.252,0,0.758,0.32,0.492,0
2018-02-10T15:00:00.000Z,0.006,2.477,0.651,1.09,1.457,0,0.173,0.153,0.149,0
2018-02-10T16:00:00.000Z,0.012,2.931,0.895,1.235,2.033,0,0.002,0.017,0.002,0
2018-02-10T17:00:00.000Z,0.022,3.189,1.396,1.626,2.659,0,0,0,0,0
2018-02-10T18:00:00.000Z,0.017,3.582,1.907,2.204,3.236,0,0,0,0,0
2018-02-10T19:00:00.000Z,0.03,3.881,2.245,2.646,3.914,0,0,0,0,0
2018-02-10T20:00:00.000Z,0.042,3.955,2.391,3.257,4.558,0,0,0,0,0
2018-02-10T21:00:00.000Z,0.025,4.164,2.476,3.563,5.041,0,0,0,0,0
2018-02-10T22:00:00.000Z,0.015,4.226,2.423,3.922,5.69,0,0,0,0,0
2018-02-10T23:00:00.000Z,0.029,4.208,2.463,4.285,6.72,0,0,0,0,0
2018-02-11T00:00:00.000Z,0.042,4.234,2.515,4.581,7.666,0,0,0,0,0
2018-02-11T01:00:00.000Z,0.072,4.268,2.798,4.996,8.603,0,0,0,0,0
2018-02-11T02:00:00.000Z,0.108,4.274,3.461,5.395,9.438,0,0,0,0,0
2018-02-11T03:00:00.000Z,0.125,4.148,4.472,5.815,10.322,0,0,0,0,0
2018-02-11T04:00:00.000Z,0.146,3.892,5.18,6.132,10.989,0,0,0,0,0
2018-02-11T05:00:00.000Z,0.261,3.826,6.092,6.645,11.872,0,0,0,0,0
2018-02-11T06:00:00.000Z,0.267,3.571,7.16,6.649,12.041,0,0.013,0.007,0.015,0
2018-02-11T07:00:00.000Z,0.371,3.554,7.958,6.349,11.809,0,0.304,0.086,0.344,0
2018-02-11T08:00:00.000Z,0.445,3.379,8.753,5.806,11.67,0,1.032,0.295,1.065,0
2018-02-11T09:00:00.000Z,0.481,3.536,9.5,5.285,11.499,0,1.512,0.642,1.682,0
2018-02-11T10:00:00.000Z,0.474,3.372,9.767,4.926,11.076,0,1.663,0.952,2.009,0
2018-02-11T11:00:00.000Z,0.471,3.209,9.47,4.709,10.701,0,1.454,1.157,1.983,0
2018-02-11T12:00:00.000Z,0.474,3.23,8.913,4.213,10.303,0,1.098,1.189,1.742,0
2018-02-11T13:00:00.000Z,0.468,3.205,8.186,4.063,9.957,0,0.629,1.015,1.257,0
2018-02-11T14:00:00.000Z,0.479,3.097,7.456,4.028,9.862,0,0.354,0.658,0.743,0
2018-02-11T15:00:00.000Z,0.481,3.278,6.797,3.787,9.728,0,0.114,0.344,0.268,0
2018-02-11T16:00:00.000Z,0.484,3.76,6.448,3.597,9.457,0,0.002,0.039,0.008,0
2018-02-11T17:00:00.000Z,0.447,4.057,6.702,3.646,9.336,0,0,0,0,0
2018-02-11T18:00:00.000Z,0.468,4.05,6.847,3.736,9.251,0,0,0,0,0
2018-02-11T19:00:00.000Z,0.482,4.054,6.728,3.828,9.254,0,0,0,0,0
2018-02-11T20:00:00.000Z,0.483,3.832,6.631,3.879,9.423,0,0,0,0,0
2018-02-11T21:00:00.000Z,0.476,3.874,6.591,3.836,8.81,0,0,0,0,0
2018-02-11T22:00:00.000Z,0.467,3.9,6.411,3.92,8.613,0,0,0,0,0
2018-02-11T23:00:00.000Z,0.455,3.904,6.466,3.843,8.555,0,0,0,0,0
2018-02-12T00:00:00.000Z,0.464,4.08,6.503,3.719,8.356,0,0,0,0,0
2018-02-12T01:00:00.000Z,0.481,4.171,6.329,3.633,8.273,0,0,0,0,0
2018-02-12T02:00:00.000Z,0.48,4.225,6.276,3.417,8.156,0,0,0,0,0
2018-02-12T03:00:00.000Z,0.481,4.175,6.653,3.316,8.052,0,0,0,0,0
2018-02-12T04:00:00.000Z,0.489,4.096,6.422,3.305,8.261,0,0,0,0,0
2018-02-12T05:00:00.000Z,0.488,4.194,6.216,3.364,8.742,0,0,0,0,0
2018-02-12T06:00:00.000Z,0.487,3.54,6.015,3.489,8.385,0,0.023,0.001,0.005,0
2018-02-12T07:00:00.000Z,0.488,2.719,5.756,3.34,7.898,0,0.361,0.139,0.232,0
2018-02-12T08:00:00.000Z,0.495,2.679,5.561,3.298,7.362,0,1.039,0.597,0.908,0
2018-02-12T09:00:00.000Z,0.497,2.658,5.695,2.999,7.43,0,1.708,1.267,1.903,0
